idpers,idhous17,p17a01,p17a04,p17c01,p17c02,p17c08,occupa17,x17i04,age17,sex17,educat17,isced17,edyear17,civsta17,nbpers17,nbkid17,region17,canton17
92066104,920661,,,,,,,inapplicable,24.0,,,,18.0,,5,0,,
92066105,920661,,,,,,,inapplicable,19.0,,,,13.0,,5,0,,
92069101,920691,,2.0,,9.0,8.0,,inapplicable,56.0,,,,14.0,,4,0,,
92069102,920691,,7.0,,9.0,4.0,,inapplicable,53.0,,,,14.0,,4,0,,
92069103,920691,,2.0,,7.0,3.0,,inapplicable,22.0,,,,18.0,,4,0,,
92069104,920691,,2.0,,8.0,1.0,,inapplicable,20.0,,,,14.0,,4,0,,
92081101,920811,,,,8.0,2.0,,inapplicable,50.0,,,,10.0,,2,0,,
92081102,920811,,4.0,,4.0,7.0,,inapplicable,22.0,,,,13.0,,2,0,,
92082101,920821,,,,7.0,2.0,,inapplicable,27.0,,,,18.0,,1,0,,
92085101,920851,,2.0,,8.0,,,inapplicable,51.0,,,,18.0,,3,0,,
92085102,920851,,5.0,,8.0,2.0,,inapplicable,47.0,,,,12.0,,3,0,,
92085103,920851,,,,8.0,1.0,,inapplicable,20.0,,,,12.0,,3,0,,
92086101,920861,,4.0,,9.0,,,inapplicable,56.0,,,,16.0,,5,1,,
92086102,920861,,7.0,,,,,inapplicable,52.0,,,,12.0,,5,1,,
92086103,920861,,,,7.0,,,inapplicable,21.0,,,,14.0,,5,1,,
92086104,920861,,,,,,,inapplicable,19.0,,,,12.0,,5,1,,
92088101,920881,,,,8.0,1.0,,inapplicable,38.0,,,,16.0,,3,1,,
92088103,920881,,,,7.0,2.0,,inapplicable,33.0,,,,16.0,,3,1,,
92094101,920941,,2.0,,,,,inapplicable,50.0,,,,18.0,,3,2,,
92098101,920981,,7.0,,,,,inapplicable,51.0,,,,13.0,,2,1,,
92105101,921051,,2.0,,7.0,6.0,,inapplicable,58.0,,,,16.0,,1,0,,
92107102,921071,,1.0,,6.0,5.0,,inapplicable,62.0,,,,10.0,,2,0,,
92108102,921081,,,,7.0,7.0,,inapplicable,63.0,,,,,,2,0,,
92112101,921121,,5.0,,9.0,,,inapplicable,56.0,,,,18.0,,2,0,,
92112102,921121,,3.0,,8.0,2.0,,inapplicable,50.0,,,,12.0,,2,0,,
92114101,921141,,7.0,,8.0,,,inapplicable,48.0,,,,18.0,,4,1,,
92114102,921141,,,,,7.0,,inapplicable,45.0,,,,12.0,,4,1,,
92114103,921141,,,,9.0,,,inapplicable,20.0,,,,12.0,,4,1,,
92116101,921161,,,,8.0,1.0,,inapplicable,51.0,,,,18.0,,1,0,,
92117102,921171,,,,,,,inapplicable,60.0,,,,12.0,,4,0,,
92117103,921171,,,,6.0,,,inapplicable,29.0,,,,12.0,,4,0,,
92117104,921171,,,,,,,inapplicable,20.0,,,,9.0,,4,0,,
92118101,921181,,,,,,,inapplicable,41.0,,,,12.0,,4,2,,
92118102,921181,,,,9.0,7.0,,inapplicable,37.0,,,,13.0,,4,2,,
92122101,921221,,4.0,,5.0,8.0,,inapplicable,49.0,,,,12.0,,3,1,,
92122102,921221,,,,8.0,2.0,,inapplicable,47.0,,,,18.0,,3,1,,
92123103,921231,,,,,,,18000,42.0,,,,12.0,,3,0,,
92124101,921241,,,,,,,inapplicable,43.0,,,,9.0,,3,1,,
92124102,921241,,,,8.0,,,inapplicable,41.0,,,,9.0,,3,1,,
92126101,921261,,,,,,,no answer,59.0,,,,,,4,0,,
92126102,921261,,,,,,,no personal income,50.0,,,,,,4,0,,
92126103,921261,,,,,,,inapplicable,26.0,,,,16.0,,4,0,,
92126104,921261,,2.0,,8.0,8.0,,inapplicable,22.0,,,,14.0,,4,0,,
92128101,921281,,,,,,,inapplicable,53.0,,,,,,4,0,,
92128102,921281,,,,,,,inapplicable,49.0,,,,9.0,,4,0,,
92128103,921281,,,,,,,inapplicable,27.0,,,,12.0,,4,0,,
92128104,921281,,,,,,,inapplicable,22.0,,,,9.0,,4,0,,
92131101,921311,,1.0,,6.0,1.0,,inapplicable,54.0,,,,18.0,,5,1,,
92131102,921311,,1.0,,,,,inapplicable,52.0,,,,16.0,,5,1,,
92131103,921311,,3.0,,9.0,1.0,,inapplicable,23.0,,,,13.0,,5,1,,
92131104,921311,,5.0,,,,,inapplicable,22.0,,,,18.0,,5,1,,
92132101,921321,,5.0,,8.0,,,inapplicable,35.0,,,,18.0,,1,0,,
92133101,921331,,5.0,,9.0,,,inapplicable,36.0,,,,18.0,,3,1,,
92133102,921331,,3.0,,8.0,,,inapplicable,36.0,,,,18.0,,3,1,,
92146101,921461,,,,,,,inapplicable,57.0,,,,12.0,,3,0,,
92146102,921461,,,,,,,inapplicable,55.0,,,,12.0,,3,0,,
92146103,921461,,,,,,,inapplicable,24.0,,,,14.0,,3,0,,
92154101,921541,,,,1.0,,,inapplicable,48.0,,,,10.0,,3,1,,
92154102,921541,,7.0,,8.0,,,inapplicable,47.0,,,,16.0,,3,1,,
92160102,921601,,,,,,,inapplicable,54.0,,,,18.0,,4,2,,
92160103,921601,,,,7.0,8.0,,inapplicable,48.0,,,,18.0,,4,2,,
92163101,921631,,5.0,,9.0,,,inapplicable,46.0,,,,18.0,,5,3,,
92163102,921631,,1.0,,7.0,,,inapplicable,45.0,,,,18.0,,5,3,,
92169101,921691,,7.0,,8.0,2.0,,inapplicable,55.0,,,,18.0,,4,1,,
92169102,921691,,,,,,,inapplicable,49.0,,,,18.0,,4,1,,
92169103,921691,,4.0,,,1.0,,inapplicable,19.0,,,,13.0,,4,1,,
92172102,921721,,,,8.0,1.0,,inapplicable,41.0,,,,12.0,,1,0,,
92175101,921751,,7.0,,9.0,2.0,,inapplicable,40.0,,,,14.0,,4,2,,
92175102,921751,,2.0,,7.0,,,inapplicable,36.0,,,,18.0,,4,2,,
92178101,921781,,7.0,,8.0,6.0,,inapplicable,59.0,,,,9.0,,2,0,,
92178103,921781,,4.0,,7.0,,,inapplicable,24.0,,,,12.0,,2,0,,
92179101,921791,,,,,,,inapplicable,49.0,,,,12.0,,2,0,,
92179102,921791,,,,,,,inapplicable,49.0,,,,12.0,,2,0,,
92180101,921801,,,,,,,no personal income,58.0,,,,12.0,,2,0,,
92180102,921801,,7.0,,,,,inapplicable,52.0,,,,12.0,,2,0,,
92181101,921811,,,,8.0,6.0,,inapplicable,37.0,,,,18.0,,1,0,,
92182101,921821,,6.0,,,,,inapplicable,52.0,,,,13.0,,4,2,,
92182102,921821,,1.0,,7.0,4.0,,inapplicable,49.0,,,,16.0,,4,2,,
92184101,921841,,7.0,,6.0,6.0,,inapplicable,56.0,,,,16.0,,1,0,,
92185101,921851,,1.0,,7.0,2.0,,inapplicable,32.0,,,,18.0,,2,0,,
92185102,921851,,,,,,,inapplicable,28.0,,,,12.0,,2,0,,
92198101,921981,,7.0,,6.0,5.0,,inapplicable,57.0,,,,12.0,,3,0,,
92198102,921981,,7.0,,,,,inapplicable,55.0,,,,12.0,,3,0,,
92198104,921981,,3.0,,,,,inapplicable,27.0,,,,18.0,,3,0,,
92199101,921991,,3.0,,2.0,8.0,,inapplicable,44.0,,,,12.0,,5,2,,
92199102,921991,,,,,5.0,,inapplicable,42.0,,,,12.0,,5,2,,
92199103,921991,,,,,,,42000,19.0,,,,12.0,,5,2,,
92206102,922061,,,,6.0,7.0,,inapplicable,35.0,,,,18.0,,2,0,,
92208101,922081,,,,8.0,5.0,,inapplicable,60.0,,,,12.0,,3,0,,
92208102,922081,,2.0,,9.0,,,inapplicable,58.0,,,,16.0,,3,0,,
92208103,922081,,4.0,,8.0,5.0,,inapplicable,25.0,,,,16.0,,3,0,,
92219101,922191,,,,,,,inapplicable,52.0,,,,12.0,,2,0,,
92219102,922191,,,,,,,inapplicable,51.0,,,,12.0,,2,0,,
92221101,922211,,1.0,,7.0,,,inapplicable,41.0,,,,18.0,,5,3,,
92221102,922211,,3.0,,6.0,2.0,,inapplicable,38.0,,,,18.0,,5,3,,
92222101,922221,,3.0,,8.0,,,inapplicable,38.0,,,,16.0,,3,1,,
92222102,922221,,3.0,,8.0,1.0,,inapplicable,37.0,,,,16.0,,3,1,,
92226101,922261,,,,,,,inapplicable,58.0,,,,10.0,,3,0,,
92226102,922261,,,,,,,no personal income,50.0,,,,10.0,,3,0,,
92226103,922261,,,,,,,no answer,23.0,,,,10.0,,3,0,,
92227101,922271,,,,,,,inapplicable,57.0,,,,18.0,,2,0,,
92227102,922271,,3.0,,8.0,,,inapplicable,54.0,,,,18.0,,2,0,,
92232101,922321,,7.0,,8.0,,,inapplicable,50.0,,,,12.0,,5,2,,
92232102,922321,,2.0,,8.0,2.0,,inapplicable,48.0,,,,12.0,,5,2,,
92232103,922321,,,,,,,inapplicable,19.0,,,,12.0,,5,2,,
92237101,922371,,,,,,,inapplicable,38.0,,,,16.0,,3,1,,
92237102,922371,,,,,,,inapplicable,33.0,,,,9.0,,3,1,,
92239101,922391,,,,4.0,7.0,,inapplicable,61.0,,,,12.0,,2,0,,
92239102,922391,,,,,,,inapplicable,55.0,,,,12.0,,2,0,,
92245102,922451,,,,9.0,2.0,,inapplicable,54.0,,,,10.0,,2,0,,
92253101,922531,,,,8.0,,,inapplicable,46.0,,,,8.0,,3,1,,
92253102,922531,,5.0,,7.0,2.0,,inapplicable,44.0,,,,9.0,,3,1,,
92274101,922741,,7.0,,,1.0,,inapplicable,43.0,,,,10.0,,3,0,,
92274102,922741,,1.0,,7.0,4.0,,inapplicable,23.0,,,,13.0,,3,0,,
92274103,922741,,5.0,,,2.0,,inapplicable,19.0,,,,13.0,,3,0,,
92275102,922751,,6.0,,8.0,2.0,,inapplicable,64.0,,,,18.0,,3,0,,
92275103,922751,,3.0,,6.0,3.0,,inapplicable,28.0,,,,18.0,,3,0,,
92276101,922761,,,,6.0,3.0,,inapplicable,55.0,,,,18.0,,4,2,,
92276102,922761,,,,,,,inapplicable,47.0,,,,9.0,,4,2,,
92278101,922781,,,,,,,inapplicable,54.0,,,,12.0,,3,0,,
92278102,922781,,,,9.0,,,inapplicable,52.0,,,,12.0,,3,0,,
92278103,922781,,,,,,,inapplicable,22.0,,,,12.0,,3,0,,
92281103,922811,,3.0,,8.0,2.0,,inapplicable,42.0,,,,18.0,,3,0,,
92283101,922831,,,,,,,inapplicable,56.0,,,,10.0,,5,2,,
92283102,922831,,,,,,,inapplicable,20.0,,,,10.0,,5,2,,
92283103,922831,,,,,,,inapplicable,18.0,,,,9.0,,5,2,,
92286101,922861,,5.0,,,,,inapplicable,53.0,,,,12.0,,3,0,,
92286102,922861,,,,4.0,2.0,,inapplicable,30.0,,,,16.0,,3,0,,
92286103,922861,,,,6.0,,,inapplicable,23.0,,,,14.0,,3,0,,
92291101,922911,,,,,,,inapplicable,51.0,,,,12.0,,4,0,,
92291102,922911,,,,,,,inapplicable,47.0,,,,18.0,,4,0,,
92291104,922911,,,,,,,inapplicable,19.0,,,,9.0,,4,0,,
92291105,922911,,,,7.0,2.0,,inapplicable,19.0,,,,12.0,,4,0,,
92292101,922921,,,,,,,inapplicable,52.0,,,,12.0,,2,0,,
92292102,922921,,2.0,,7.0,4.0,,inapplicable,52.0,,,,12.0,,2,0,,
92293103,922931,,6.0,,8.0,3.0,,inapplicable,42.0,,,,16.0,,3,0,,
92306101,923061,,,,,,,inapplicable,41.0,,,,13.0,,4,2,,
92306102,923061,,,,,,,inapplicable,39.0,,,,12.0,,4,2,,
92308101,923081,,2.0,,9.0,,,inapplicable,53.0,,,,12.0,,2,0,,
92308102,923081,,6.0,,9.0,,,inapplicable,33.0,,,,16.0,,2,0,,
92311101,923111,,2.0,,9.0,1.0,,inapplicable,54.0,,,,16.0,,4,0,,
92311102,923111,,7.0,,,,,inapplicable,46.0,,,,12.0,,4,0,,
92311103,923111,,1.0,,7.0,,,inapplicable,21.0,,,,14.0,,4,0,,
92311104,923111,,1.0,,,2.0,,inapplicable,18.0,,,,10.0,,4,0,,
92312101,923121,,,,8.0,4.0,,inapplicable,49.0,,,,16.0,,1,0,,
92314101,923141,,1.0,,8.0,,,inapplicable,33.0,,,,12.0,,2,0,,
92314103,923141,,,,9.0,1.0,,inapplicable,35.0,,,,12.0,,2,0,,
92317101,923171,,,,8.0,,,inapplicable,39.0,,,,13.0,,2,0,,
92317102,923171,,4.0,,6.0,5.0,,inapplicable,38.0,,,,12.0,,2,0,,
92318101,923181,,3.0,,9.0,2.0,,inapplicable,30.0,,,,18.0,,2,0,,
92318102,923181,,5.0,,7.0,1.0,,inapplicable,26.0,,,,18.0,,2,0,,
92322101,923221,,6.0,,9.0,1.0,,inapplicable,47.0,,,,18.0,,3,1,,
92322102,923221,,7.0,,5.0,5.0,,inapplicable,46.0,,,,18.0,,3,1,,
92333101,923331,,1.0,,9.0,,,inapplicable,56.0,,,,16.0,,2,0,,
92333102,923331,,2.0,,9.0,,,inapplicable,49.0,,,,16.0,,2,0,,
92334102,923341,,2.0,,8.0,,,inapplicable,59.0,,,,12.0,,4,0,,
92334103,923341,,3.0,,8.0,4.0,,inapplicable,28.0,,,,18.0,,4,0,,
92334104,923341,,2.0,,8.0,7.0,,inapplicable,25.0,,,,18.0,,4,0,,
92335101,923351,,4.0,,7.0,,,inapplicable,38.0,,,,16.0,,5,3,,
92335102,923351,,,,,,,inapplicable,37.0,,,,18.0,,5,3,,
92338102,923381,,4.0,,8.0,2.0,,inapplicable,58.0,,,,16.0,,2,0,,
92340101,923401,,3.0,,7.0,5.0,,inapplicable,54.0,,,,10.0,,4,2,,
92340102,923401,,,,6.0,,,inapplicable,42.0,,,,10.0,,4,2,,
92346101,923461,,1.0,,,,,inapplicable,51.0,,,,9.0,,5,2,,
92346102,923461,,,,1.0,1.0,,inapplicable,42.0,,,,9.0,,5,2,,
92346103,923461,,7.0,,,,,inapplicable,20.0,,,,12.0,,5,2,,
92353101,923531,,,,9.0,,,inapplicable,56.0,,,,12.0,,1,0,,
92354101,923541,,2.0,,8.0,,,inapplicable,30.0,,,,16.0,,1,0,,
92360101,923601,,,,,,,inapplicable,45.0,,,,9.0,,5,2,,
92360102,923601,,,,,,,inapplicable,38.0,,,,9.0,,5,2,,
92360103,923601,,2.0,,9.0,5.0,,inapplicable,20.0,,,,9.0,,5,2,,
92363103,923631,,,,,,,no personal income,54.0,,,,16.0,,2,0,,
92367101,923671,,,,6.0,6.0,,inapplicable,22.0,,,,13.0,,2,0,,
92367102,923671,,,,,,,inapplicable,21.0,,,,12.0,,2,0,,
92370101,923701,,2.0,,,,,inapplicable,36.0,,,,18.0,,5,3,,
92370102,923701,,1.0,,8.0,,,inapplicable,32.0,,,,12.0,,5,3,,
92384101,923841,,1.0,,,8.0,,inapplicable,32.0,,,,13.0,,1,0,,
92391101,923911,,3.0,,8.0,5.0,,inapplicable,33.0,,,,18.0,,1,0,,
92395102,923951,,4.0,,7.0,2.0,,inapplicable,62.0,,,,12.0,,2,0,,
92398101,923981,,,,,,,inapplicable,49.0,,,,9.0,,4,2,,
92398102,923981,,4.0,,7.0,5.0,,inapplicable,41.0,,,,9.0,,4,2,,
92402101,924021,,7.0,,,,,inapplicable,48.0,,,,18.0,,4,2,,
92402102,924021,,6.0,,8.0,2.0,,inapplicable,45.0,,,,13.0,,4,2,,
92403101,924031,,2.0,,8.0,,,inapplicable,48.0,,,,12.0,,2,0,,
92403102,924031,,3.0,,8.0,1.0,,inapplicable,47.0,,,,12.0,,2,0,,
92404101,924041,,,,,,,inapplicable,43.0,,,,13.0,,4,2,,
92404102,924041,,5.0,,9.0,,,inapplicable,38.0,,,,12.0,,4,2,,
92405101,924051,,2.0,,6.0,6.0,,inapplicable,40.0,,,,16.0,,5,2,,
92405102,924051,,3.0,,9.0,3.0,,inapplicable,38.0,,,,13.0,,5,2,,
92405103,924051,,,,,,,inapplicable,20.0,,,,9.0,,5,2,,
92422101,924221,,2.0,,8.0,,,inapplicable,62.0,,,,18.0,,1,0,,
92423101,924231,,5.0,,,,,inapplicable,60.0,,,,10.0,,2,0,,
92423102,924231,,5.0,,7.0,,,inapplicable,54.0,,,,12.0,,2,0,,
92435101,924351,,2.0,,9.0,9.0,,inapplicable,45.0,,,,10.0,,3,1,,
92435102,924351,,2.0,,7.0,3.0,,inapplicable,45.0,,,,16.0,,3,1,,
92441101,924411,,,,,,,inapplicable,51.0,,,,12.0,,4,1,,
92441102,924411,,,,,,,inapplicable,50.0,,,,12.0,,4,1,,
92441104,924411,,,,,,,inapplicable,19.0,,,,12.0,,4,1,,
92442101,924421,,,,5.0,6.0,,inapplicable,36.0,,,,9.0,,4,2,,
92442102,924421,,,,,,,inapplicable,34.0,,,,12.0,,4,2,,
92450101,924501,,,,9.0,,,inapplicable,50.0,,,,12.0,,4,2,,
92450102,924501,,2.0,,8.0,2.0,,inapplicable,46.0,,,,18.0,,4,2,,
92459101,924591,,,,,,,inapplicable,43.0,,,,16.0,,4,2,,
92459102,924591,,2.0,,9.0,1.0,,inapplicable,43.0,,,,18.0,,4,2,,
92460101,924601,,,,,,,inapplicable,32.0,,,,18.0,,3,1,,
92460103,924601,,,,,,,inapplicable,35.0,,,,10.0,,3,1,,
92461101,924611,,1.0,,9.0,,,inapplicable,37.0,,,,18.0,,3,1,,
92461102,924611,,,,8.0,1.0,,inapplicable,26.0,,,,16.0,,3,1,,
92462101,924621,,,,,,,inapplicable,49.0,,,,12.0,,1,0,,
92469101,924691,,5.0,,,1.0,,inapplicable,44.0,,,,12.0,,1,0,,
92475101,924751,,,,,,,inapplicable,58.0,,,,18.0,,4,0,,
92475102,924751,,1.0,,7.0,9.0,,inapplicable,57.0,,,,13.0,,4,0,,
92475103,924751,,3.0,,9.0,,,inapplicable,23.0,,,,18.0,,4,0,,
92475104,924751,,3.0,,6.0,4.0,,inapplicable,20.0,,,,13.0,,4,0,,
92478101,924781,,3.0,,9.0,,,inapplicable,53.0,,,,12.0,,3,1,,
92478102,924781,,1.0,,6.0,,,inapplicable,50.0,,,,12.0,,3,1,,
92480101,924801,,,,,,,inapplicable,51.0,,,,10.0,,2,0,,
92480102,924801,,,,,,,inapplicable,47.0,,,,9.0,,2,0,,
92481101,924811,,,,5.0,8.0,,inapplicable,51.0,,,,12.0,,2,0,,
92481102,924811,,4.0,,,,,inapplicable,27.0,,,,12.0,,2,0,,
92487101,924871,,3.0,,6.0,8.0,,inapplicable,59.0,,,,16.0,,2,0,,
92487102,924871,,3.0,,9.0,1.0,,inapplicable,50.0,,,,9.0,,2,0,,
92490101,924901,,3.0,,7.0,1.0,,inapplicable,30.0,,,,14.0,,2,0,,
92490102,924901,,4.0,,8.0,,,inapplicable,28.0,,,,16.0,,2,0,,
92495101,924951,,,,,,,inapplicable,32.0,,,,10.0,,3,1,,
92495102,924951,,1.0,,8.0,,,inapplicable,26.0,,,,12.0,,3,1,,
92498101,924981,,,,,,,inapplicable,57.0,,,,12.0,,2,0,,
92498102,924981,,,,,,,inapplicable,57.0,,,,12.0,,2,0,,
92499101,924991,,5.0,,7.0,,,inapplicable,52.0,,,,18.0,,4,2,,
92499102,924991,,2.0,,8.0,,,inapplicable,18.0,,,,9.0,,4,2,,
92511101,925111,,,,,,,inapplicable,50.0,,,,18.0,,4,0,,
92511102,925111,,,,,,,inapplicable,50.0,,,,18.0,,4,0,,
92511103,925111,,4.0,,9.0,2.0,,inapplicable,21.0,,,,13.0,,4,0,,
92511104,925111,,,,,,,inapplicable,19.0,,,,12.0,,4,0,,
92512101,925121,,7.0,,5.0,4.0,,inapplicable,63.0,,,,12.0,,3,0,,
92512102,925121,,7.0,,9.0,,,inapplicable,59.0,,,,18.0,,3,0,,
92512103,925121,,,,,,,inapplicable,27.0,,,,18.0,,3,0,,
92517102,925171,,,,,,,inapplicable,63.0,,,,9.0,,2,0,,
92523101,925231,,2.0,,6.0,1.0,,inapplicable,59.0,,,,18.0,,3,0,,
92523102,925231,,3.0,,6.0,5.0,,inapplicable,57.0,,,,18.0,,3,0,,
92523104,925231,,3.0,,8.0,,,inapplicable,27.0,,,,18.0,,3,0,,
92524101,925241,,1.0,,9.0,,,inapplicable,49.0,,,,10.0,,4,1,,
92524102,925241,,2.0,,8.0,,,inapplicable,44.0,,,,9.0,,4,1,,
92524103,925241,,,,9.0,8.0,,inapplicable,24.0,,,,12.0,,4,1,,
92524104,925241,,,,4.0,3.0,,inapplicable,18.0,,,,9.0,,4,1,,
92525101,925251,,,,,,,inapplicable,32.0,,,,12.0,,4,1,,
92525102,925251,,3.0,,9.0,,,inapplicable,29.0,,,,18.0,,4,1,,
92525103,925251,,,,,,,inapplicable,21.0,,,,,,4,1,,
92529101,925291,,1.0,,7.0,7.0,,inapplicable,56.0,,,,9.0,,3,0,,
92529102,925291,,,,,,,"irregular, difficult to answer",56.0,,,,,,3,0,,
92529103,925291,,3.0,,,,,inapplicable,25.0,,,,16.0,,3,0,,
92532101,925321,,,,,,,inapplicable,38.0,,,,18.0,,3,1,,
92532103,925321,,,,,,,inapplicable,37.0,,,,18.0,,3,1,,
92534101,925341,,1.0,,7.0,,,inapplicable,40.0,,,,16.0,,3,1,,
92534102,925341,,7.0,,8.0,,,inapplicable,39.0,,,,12.0,,3,1,,
92536101,925361,,5.0,,,,,inapplicable,50.0,,,,12.0,,4,2,,
92536102,925361,,4.0,,,,,inapplicable,43.0,,,,9.0,,4,2,,
92541101,925411,,2.0,,9.0,,,inapplicable,47.0,,,,12.0,,4,2,,
92541102,925411,,,,,,,inapplicable,45.0,,,,10.0,,4,2,,
92545101,925451,,4.0,,,1.0,,inapplicable,57.0,,,,16.0,,5,0,,
92545102,925451,,,,,,,inapplicable,56.0,,,,18.0,,5,0,,
92545103,925451,,3.0,,8.0,1.0,,inapplicable,21.0,,,,13.0,,5,0,,
92545104,925451,,3.0,,9.0,,,inapplicable,20.0,,,,13.0,,5,0,,
92545105,925451,,3.0,,8.0,1.0,,inapplicable,18.0,,,,9.0,,5,0,,
92550101,925501,,,,,,,inapplicable,48.0,,,,13.0,,4,2,,
92550102,925501,,7.0,,9.0,,,inapplicable,34.0,,,,18.0,,4,2,,
92552101,925521,,1.0,,7.0,1.0,,inapplicable,49.0,,,,16.0,,4,1,,
92552102,925521,,7.0,,7.0,4.0,,inapplicable,48.0,,,,12.0,,4,1,,
92552103,925521,,1.0,,8.0,2.0,,inapplicable,19.0,,,,13.0,,4,1,,
92557101,925571,,,,2.0,9.0,,inapplicable,55.0,,,,12.0,,1,0,,
92561101,925611,,4.0,,8.0,2.0,,inapplicable,36.0,,,,12.0,,1,0,,
92562101,925621,,1.0,,5.0,8.0,,inapplicable,61.0,,,,16.0,,1,0,,
92566103,925661,,1.0,,8.0,3.0,,inapplicable,27.0,,,,14.0,,2,0,,
92566104,925661,,4.0,,7.0,3.0,,inapplicable,24.0,,,,18.0,,2,0,,
92568101,925681,,4.0,,8.0,2.0,,inapplicable,39.0,,,,12.0,,3,1,,
92568102,925681,,,,7.0,2.0,,inapplicable,33.0,,,,16.0,,3,1,,
92576101,925761,,,,,,,inapplicable,37.0,,,,13.0,,4,2,,
92576102,925761,,2.0,,8.0,,,inapplicable,34.0,,,,13.0,,4,2,,
92583101,925831,,,,,,,inapplicable,56.0,,,,12.0,,3,1,,
92583102,925831,,,,,,,inapplicable,49.0,,,,12.0,,3,1,,
92598101,925981,,,,,,,inapplicable,59.0,,,,,,1,0,,
92606101,926061,,3.0,,8.0,,,inapplicable,36.0,,,,13.0,,2,0,,
92606102,926061,,,,7.0,2.0,,inapplicable,28.0,,,,14.0,,2,0,,
92621101,926211,,,,,,,inapplicable,55.0,,,,12.0,,2,0,,
92621102,926211,,,,,,,inapplicable,47.0,,,,9.0,,2,0,,
92623101,926231,,1.0,,,,,inapplicable,62.0,,,,16.0,,4,2,,
92623102,926231,,7.0,,9.0,,,inapplicable,44.0,,,,18.0,,4,2,,
92625101,926251,,,,,,,inapplicable,52.0,,,,12.0,,3,1,,
92625102,926251,,,,,,,inapplicable,50.0,,,,9.0,,3,1,,
92630101,926301,,,,5.0,4.0,,inapplicable,52.0,,,,12.0,,5,1,,
92630102,926301,,,,,,,inapplicable,50.0,,,,12.0,,5,1,,
92630103,926301,,,,,,,inapplicable,19.0,,,,,,5,1,,
92630104,926301,,,,,,,inapplicable,18.0,,,,,,5,1,,
92631101,926311,,,,,,,inapplicable,56.0,,,,12.0,,2,0,,
92631102,926311,,,,8.0,,,inapplicable,56.0,,,,9.0,,2,0,,
92640101,926401,,1.0,,,,,inapplicable,54.0,,,,16.0,,3,0,,
92640102,926401,,1.0,,6.0,5.0,,inapplicable,24.0,,,,12.0,,3,0,,
92640103,926401,,,,7.0,,,inapplicable,22.0,,,,14.0,,3,0,,
92649101,926491,,4.0,,8.0,2.0,,inapplicable,28.0,,,,18.0,,2,0,,
92649102,926491,,4.0,,8.0,1.0,,inapplicable,27.0,,,,12.0,,2,0,,
92651101,926511,,5.0,,9.0,,,inapplicable,43.0,,,,16.0,,4,2,,
92651102,926511,,4.0,,3.0,6.0,,inapplicable,43.0,,,,14.0,,4,2,,
92652101,926521,,,,,,,inapplicable,55.0,,,,12.0,,6,2,,
92652102,926521,,,,,,,inapplicable,50.0,,,,18.0,,6,2,,
92652103,926521,,,,,,,inapplicable,21.0,,,,14.0,,6,2,,
92652104,926521,,,,,,,inapplicable,19.0,,,,9.0,,6,2,,
92654101,926541,,4.0,,9.0,1.0,,inapplicable,40.0,,,,18.0,,4,2,,
92654102,926541,,,,,,,inapplicable,35.0,,,,18.0,,4,2,,
92663101,926631,,,,9.0,5.0,,inapplicable,64.0,,,,12.0,,3,0,,
92663102,926631,,,,8.0,4.0,,inapplicable,60.0,,,,12.0,,3,0,,
92663104,926631,,,,,,,inapplicable,18.0,,,,13.0,,3,0,,
92668101,926681,,2.0,,7.0,2.0,,inapplicable,56.0,,,,12.0,,2,0,,
92668102,926681,,,,,,,24000,46.0,,,,10.0,,2,0,,
92672101,926721,,5.0,,9.0,1.0,,inapplicable,40.0,,,,18.0,,4,2,,
92672102,926721,,3.0,,,,,inapplicable,39.0,,,,12.0,,4,2,,
92673101,926731,,,,5.0,8.0,,inapplicable,52.0,,,,10.0,,4,1,,
92673102,926731,,,,5.0,6.0,,inapplicable,50.0,,,,10.0,,4,1,,
92673103,926731,,2.0,,7.0,3.0,,inapplicable,19.0,,,,9.0,,4,1,,
92674101,926741,,2.0,,9.0,1.0,,inapplicable,37.0,,,,16.0,,4,2,,
92674102,926741,,2.0,,,,,inapplicable,36.0,,,,12.0,,4,2,,
92675102,926751,,,,8.0,,,inapplicable,56.0,,,,9.0,,3,1,,
92677101,926771,,4.0,,,,,inapplicable,31.0,,,,12.0,,4,2,,
92677102,926771,,,,,,,inapplicable,30.0,,,,12.0,,4,2,,
92678101,926781,,2.0,,9.0,7.0,,inapplicable,44.0,,,,12.0,,2,0,,
92678102,926781,,7.0,,,,,inapplicable,26.0,,,,14.0,,2,0,,
92679103,926791,,2.0,,6.0,7.0,,inapplicable,31.0,,,,18.0,,3,0,,
92681101,926811,,7.0,,,,,inapplicable,54.0,,,,18.0,,3,1,,
92681102,926811,,7.0,,9.0,,,inapplicable,52.0,,,,18.0,,3,1,,
92689101,926891,,5.0,,8.0,2.0,,inapplicable,56.0,,,,12.0,,3,0,,
92689102,926891,,3.0,,7.0,2.0,,inapplicable,47.0,,,,10.0,,3,0,,
92689103,926891,,6.0,,8.0,,,inapplicable,23.0,,,,12.0,,3,0,,
92695101,926951,,,,2.0,8.0,,inapplicable,48.0,,,,12.0,,2,1,,
92700101,927001,,,,,,,inapplicable,32.0,,,,9.0,,3,1,,
92700102,927001,,,,,,,inapplicable,27.0,,,,12.0,,3,1,,
92702101,927021,,1.0,,9.0,1.0,,inapplicable,44.0,,,,16.0,,3,1,,
